"year_pub","journal_id","volume","issue","first_author","table_no","table_loc","coefficient","std_error","error_type","sample_size","study_type","mult_hyp..Y...1..N...0.","mult_hyp_corr.Y..1..N...0.","main_results..Y.1..N.0.","data_available","code_available","error"
2019,"EL",22,12,"Bloom","S4","supplement",0.012,0.0137755102040816,"CI",128,"observational",1,0,1,1,0,0.027
2019,"EL",22,12,"Bloom","S4","supplement",-0.082,0.0285714285714286,"CI",128,"observational",1,0,1,1,0,0.056
2019,"EL",22,12,"Bloom","S6","supplement",-16.21,21.76,"SE",36,"observational",1,0,1,1,0,21.76
2019,"EL",22,12,"Bloom","S6","supplement",-20.72,21.76,"SE",36,"observational",1,0,1,1,0,21.76
2019,"EL",22,12,"Bloom","S6","supplement",-11.11,21.76,"SE",36,"observational",1,0,1,1,0,21.76
2019,"EL",22,12,"Burant","1","main",-2.02,0.297448979591837,"CI",40,"experimental",1,0,1,1,0,0.583
2019,"EL",22,12,"Burant","1","main",-0.108,0.0163265306122449,"CI",40,"experimental",1,0,1,1,0,0.032
2019,"EL",22,12,"Burant","1","main",0.207,0.0214285714285714,"CI",40,"experimental",1,0,1,1,0,0.042
2019,"EL",22,12,"Burant","1","main",0.787,0.025,"CI",1000,"experimental",1,0,1,1,0,0.049
2019,"EL",22,12,"Burant","1","main",-3.884,0.460204081632653,"CI",40,"experimental",1,0,1,1,0,0.902
2019,"EL",22,12,"Burant","1","main",-0.174,0.0260204081632653,"CI",40,"experimental",1,0,1,1,0,0.051
2019,"EL",22,12,"Burant","1","main",0.462,0.0423469387755102,"CI",40,"experimental",1,0,1,1,0,0.083
2019,"EL",22,12,"Burant","1","main",0.652,0.0275510204081633,"CI",1000,"experimental",1,0,1,1,0,0.054
2019,"EL",22,12,"Burant","1","main",1.185,0.174489795918367,"CI",40,"experimental",1,0,1,1,0,0.342
2019,"EL",22,12,"Burant","1","main",0.009,0.0086734693877551,"CI",40,"experimental",1,0,1,1,0,0.017
2019,"EL",22,12,"Burant","1","main",-0.124,0.011734693877551,"CI",40,"experimental",1,0,1,1,0,0.023
2019,"EL",22,12,"Burant","1","main",0.476,0.0147959183673469,"CI",1000,"experimental",1,0,1,1,0,0.029
2019,"EL",22,12,"Burant","1","main",3.8,0.253061224489796,"CI",40,"experimental",1,0,1,1,0,0.496
2019,"EL",22,12,"Burant","1","main",0.035,0.0122448979591837,"CI",40,"experimental",1,0,1,1,0,0.024
2019,"EL",22,12,"Burant","1","main",-0.442,0.023469387755102,"CI",40,"experimental",1,0,1,1,0,0.046
2019,"EL",22,12,"Burant","1","main",0.387,0.0168367346938776,"CI",1000,"experimental",1,0,1,1,0,0.033
2019,"EL",22,12,"Burant","2","main",-1.497,0.36530612244898,"CI",60,"experimental",1,0,1,1,0,0.716
2019,"EL",22,12,"Burant","2","main",-0.014,0.0224489795918367,"CI",60,"experimental",1,0,1,1,0,0.044
2019,"EL",22,12,"Burant","2","main",0.181,0.0285714285714286,"CI",60,"experimental",1,0,1,1,0,0.056
2019,"EL",22,12,"Burant","2","main",0.152,0.0714285714285714,"CI",60,"experimental",1,0,1,1,0,0.14
2019,"EL",22,12,"Burant","2","main",0.829,0.0326530612244898,"CI",60,"experimental",1,0,1,1,0,0.064
2019,"EL",22,12,"Burant","2","main",-2.74,0.725510204081633,"CI",60,"experimental",1,0,1,1,0,1.422
2019,"EL",22,12,"Burant","2","main",-0.036,0.0423469387755102,"CI",60,"experimental",1,0,1,1,0,0.083
2019,"EL",22,12,"Burant","2","main",0.484,0.0663265306122449,"CI",60,"experimental",1,0,1,1,0,0.13
2019,"EL",22,12,"Burant","2","main",0.139,0.0678571428571429,"CI",60,"experimental",1,0,1,1,0,0.133
2019,"EL",22,12,"Burant","2","main",0.959,0.0423469387755102,"CI",60,"experimental",1,0,1,1,0,0.083
2018,"EL",21,8,"Carter","S1","supplement",0.006,0.007,"SE",3,"observational",1,0,1,1,0,0.007
2018,"EL",21,8,"Carter","S1","supplement",0.015,0.01,"SE",3,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",-0.008,0.005,"SE",4,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.004,0.012,"SE",3,"observational",1,0,1,1,0,0.012
2018,"EL",21,8,"Carter","S1","supplement",-0.004,0.01,"SE",3,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",0.029,0.014,"SE",3,"observational",1,0,1,1,0,0.014
2018,"EL",21,8,"Carter","S1","supplement",0.008,0.015,"SE",3,"observational",1,0,1,1,0,0.015
2018,"EL",21,8,"Carter","S1","supplement",0.005,0.011,"SE",6,"observational",1,0,1,1,0,0.011
2018,"EL",21,8,"Carter","S1","supplement",0.029,0.009,"SE",6,"observational",1,0,1,1,0,0.009
2018,"EL",21,8,"Carter","S1","supplement",0.016,0.01,"SE",7,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",0.02,0.009,"SE",3,"observational",1,0,1,1,0,0.009
2018,"EL",21,8,"Carter","S1","supplement",0.023,0.005,"SE",4,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.013,0.005,"SE",4,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.013,0.005,"SE",3,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.006,0.005,"SE",5,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.011,0.008,"SE",4,"observational",1,0,1,1,0,0.008
2018,"EL",21,8,"Carter","S1","supplement",0,0.005,"SE",6,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.008,0.017,"SE",3,"observational",1,0,1,1,0,0.017
2018,"EL",21,8,"Carter","S1","supplement",0.027,0.01,"SE",2,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",0.022,0.01,"SE",4,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",0.032,0.017,"SE",4,"observational",1,0,1,1,0,0.017
2018,"EL",21,8,"Carter","S1","supplement",0,0.01,"SE",6,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",0.012,0.006,"SE",2,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S1","supplement",-0.005,0.012,"SE",2,"observational",1,0,1,1,0,0.012
2018,"EL",21,8,"Carter","S1","supplement",0.017,0.013,"SE",2,"observational",1,0,1,1,0,0.013
2018,"EL",21,8,"Carter","S1","supplement",0.017,0.01,"SE",3,"observational",1,0,1,1,0,0.01
2018,"EL",21,8,"Carter","S1","supplement",0.026,0.012,"SE",3,"observational",1,0,1,1,0,0.012
2018,"EL",21,8,"Carter","S1","supplement",-0.005,0.012,"SE",6,"observational",1,0,1,1,0,0.012
2018,"EL",21,8,"Carter","S1","supplement",-0.006,0.007,"SE",3,"observational",1,0,1,1,0,0.007
2018,"EL",21,8,"Carter","S1","supplement",-0.005,0.013,"SE",3,"observational",1,0,1,1,0,0.013
2018,"EL",21,8,"Carter","S1","supplement",0.011,0.08,"SE",6,"observational",1,0,1,1,0,0.08
2018,"EL",21,8,"Carter","S1","supplement",0.015,0.007,"SE",6,"observational",1,0,1,1,0,0.007
2018,"EL",21,8,"Carter","S1","supplement",0.003,0.007,"SE",5,"observational",1,0,1,1,0,0.007
2018,"EL",21,8,"Carter","S1","supplement",0.009,0.007,"SE",5,"observational",1,0,1,1,0,0.007
2018,"EL",21,8,"Carter","S1","supplement",0.005,0.006,"SE",7,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S1","supplement",0.001,0.004,"SE",7,"observational",1,0,1,1,0,0.004
2018,"EL",21,8,"Carter","S1","supplement",-0.001,0.008,"SE",7,"observational",1,0,1,1,0,0.008
2018,"EL",21,8,"Carter","S1","supplement",0.038,0.009,"SE",2,"observational",1,0,1,1,0,0.009
2018,"EL",21,8,"Carter","S1","supplement",0.01,0.013,"SE",2,"observational",1,0,1,1,0,0.013
2018,"EL",21,8,"Carter","S1","supplement",0,0,"SE",2,"observational",1,0,1,1,0,0
2018,"EL",21,8,"Carter","S1","supplement",0.008,0.008,"SE",4,"observational",1,0,1,1,0,0.008
2018,"EL",21,8,"Carter","S1","supplement",-0.003,0.006,"SE",7,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S1","supplement",0.002,0.002,"SE",6,"observational",1,0,1,1,0,0.002
2018,"EL",21,8,"Carter","S1","supplement",0.003,0.018,"SE",2,"observational",1,0,1,1,0,0.018
2018,"EL",21,8,"Carter","S1","supplement",0.005,0.004,"SE",5,"observational",1,0,1,1,0,0.004
2018,"EL",21,8,"Carter","S1","supplement",0.006,0.005,"SE",7,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",-0.009,0.005,"SE",7,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S1","supplement",0.013,0.006,"SE",8,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S1","supplement",0.006,0.089,"SE",3,"observational",1,0,1,1,0,0.089
2018,"EL",21,8,"Carter","S1","supplement",-0.01,0.026,"SE",3,"observational",1,0,1,1,0,0.026
2018,"EL",21,8,"Carter","S1","supplement",0.03,0.19,"SE",4,"observational",1,0,1,1,0,0.19
2018,"EL",21,8,"Carter","S1","supplement",-0.032,0.025,"SE",3,"observational",1,0,1,1,0,0.025
2018,"EL",21,8,"Carter","S1","supplement",-0.378,0.577,"SE",3,"observational",1,0,1,1,0,0.577
2018,"EL",21,8,"Carter","S1","supplement",-1.021,0.551,"SE",3,"observational",1,0,1,1,0,0.551
2018,"EL",21,8,"Carter","S1","supplement",-0.088,0.546,"SE",3,"observational",1,0,1,1,0,0.546
2018,"EL",21,8,"Carter","S1","supplement",-0.984,0.575,"SE",6,"observational",1,0,1,1,0,0.575
2018,"EL",21,8,"Carter","S1","supplement",-0.833,0.701,"SE",6,"observational",1,0,1,1,0,0.701
2018,"EL",21,8,"Carter","S1","supplement",-2.041,1.251,"SE",7,"observational",1,0,1,1,0,1.251
2018,"EL",21,8,"Carter","S1","supplement",-0.023,0.008,"SE",3,"observational",1,0,1,1,0,0.008
2018,"EL",21,8,"Carter","S1","supplement",-0.016,0.019,"SE",4,"observational",1,0,1,1,0,0.019
2018,"EL",21,8,"Carter","S1","supplement",0.061,0.062,"SE",4,"observational",1,0,1,1,0,0.062
2018,"EL",21,8,"Carter","S1","supplement",-0.02,0.009,"SE",3,"observational",1,0,1,1,0,0.009
2018,"EL",21,8,"Carter","S1","supplement",0.009,0.128,"SE",5,"observational",1,0,1,1,0,0.128
2018,"EL",21,8,"Carter","S1","supplement",-0.02,0.02,"SE",4,"observational",1,0,1,1,0,0.02
2018,"EL",21,8,"Carter","S1","supplement",0.063,0.217,"SE",6,"observational",1,0,1,1,0,0.217
2018,"EL",21,8,"Carter","S1","supplement",0.055,0.543,"SE",3,"observational",1,0,1,1,0,0.543
2018,"EL",21,8,"Carter","S1","supplement",-2.368,0.723,"SE",2,"observational",1,0,1,1,0,0.723
2018,"EL",21,8,"Carter","S1","supplement",-1.037,0.579,"SE",4,"observational",1,0,1,1,0,0.579
2018,"EL",21,8,"Carter","S1","supplement",-0.279,0.546,"SE",4,"observational",1,0,1,1,0,0.546
2018,"EL",21,8,"Carter","S1","supplement",-0.538,0.677,"SE",6,"observational",1,0,1,1,0,0.677
2018,"EL",21,8,"Carter","S1","supplement",-1.849,0.837,"SE",2,"observational",1,0,1,1,0,0.837
2018,"EL",21,8,"Carter","S1","supplement",-0.412,0.287,"SE",2,"observational",1,0,1,1,0,0.287
2018,"EL",21,8,"Carter","S1","supplement",0.399,0.804,"SE",2,"observational",1,0,1,1,0,0.804
2018,"EL",21,8,"Carter","S1","supplement",-0.359,0.191,"SE",3,"observational",1,0,1,1,0,0.191
2018,"EL",21,8,"Carter","S1","supplement",-0.204,0.084,"SE",3,"observational",1,0,1,1,0,0.084
2018,"EL",21,8,"Carter","S1","supplement",1.05,0.781,"SE",6,"observational",1,0,1,1,0,0.781
2018,"EL",21,8,"Carter","S1","supplement",-0.136,0.393,"SE",3,"observational",1,0,1,1,0,0.393
2018,"EL",21,8,"Carter","S1","supplement",-0.192,0.458,"SE",3,"observational",1,0,1,1,0,0.458
2018,"EL",21,8,"Carter","S1","supplement",0.187,0.358,"SE",6,"observational",1,0,1,1,0,0.358
2018,"EL",21,8,"Carter","S1","supplement",0.39,0.364,"SE",6,"observational",1,0,1,1,0,0.364
2018,"EL",21,8,"Carter","S1","supplement",0.2,0.236,"SE",5,"observational",1,0,1,1,0,0.236
2018,"EL",21,8,"Carter","S1","supplement",-0.003,0.082,"SE",5,"observational",1,0,1,1,0,0.082
2018,"EL",21,8,"Carter","S1","supplement",0.241,0.35,"SE",7,"observational",1,0,1,1,0,0.35
2018,"EL",21,8,"Carter","S1","supplement",0.339,0.45,"SE",7,"observational",1,0,1,1,0,0.45
2018,"EL",21,8,"Carter","S1","supplement",0.352,0.262,"SE",7,"observational",1,0,1,1,0,0.262
2018,"EL",21,8,"Carter","S1","supplement",0.07,0.27,"SE",2,"observational",1,0,1,1,0,0.27
2018,"EL",21,8,"Carter","S1","supplement",0,0.138,"SE",2,"observational",1,0,1,1,0,0.138
2018,"EL",21,8,"Carter","S1","supplement",-0.212,0.645,"SE",2,"observational",1,0,1,1,0,0.645
2018,"EL",21,8,"Carter","S1","supplement",-0.003,0.022,"SE",4,"observational",1,0,1,1,0,0.022
2018,"EL",21,8,"Carter","S1","supplement",-0.772,0.511,"SE",7,"observational",1,0,1,1,0,0.511
2018,"EL",21,8,"Carter","S1","supplement",-0.671,0.432,"SE",6,"observational",1,0,1,1,0,0.432
2018,"EL",21,8,"Carter","S1","supplement",-0.114,0.566,"SE",2,"observational",1,0,1,1,0,0.566
2018,"EL",21,8,"Carter","S1","supplement",0.336,0.328,"SE",5,"observational",1,0,1,1,0,0.328
2018,"EL",21,8,"Carter","S1","supplement",-0.061,0.15,"SE",7,"observational",1,0,1,1,0,0.15
2018,"EL",21,8,"Carter","S1","supplement",0.017,0.119,"SE",7,"observational",1,0,1,1,0,0.119
2018,"EL",21,8,"Carter","S1","supplement",0.324,0.293,"SE",8,"observational",1,0,1,1,0,0.293
2018,"EL",21,8,"Carter","S1","supplement",-0.041,0.076,"SE",3,"observational",1,0,1,1,0,0.076
2018,"EL",21,8,"Carter","S1","supplement",-0.017,0.032,"SE",3,"observational",1,0,1,1,0,0.032
2018,"EL",21,8,"Carter","S1","supplement",-0.043,0.326,"SE",4,"observational",1,0,1,1,0,0.326
2018,"EL",21,8,"Carter","S1","supplement",0.004,0.343,"SE",3,"observational",1,0,1,1,0,0.343
2018,"EL",21,8,"Carter","S1","supplement",-0.3,0.167,"SE",3,"observational",1,0,1,1,0,0.167
2018,"EL",21,8,"Carter","S1","supplement",-0.858,0.457,"SE",3,"observational",1,0,1,1,0,0.457
2018,"EL",21,8,"Carter","S1","supplement",0.167,0.733,"SE",3,"observational",1,0,1,1,0,0.733
2018,"EL",21,8,"Carter","S1","supplement",-0.656,0.439,"SE",6,"observational",1,0,1,1,0,0.439
2018,"EL",21,8,"Carter","S1","supplement",-0.743,0.755,"SE",6,"observational",1,0,1,1,0,0.755
2018,"EL",21,8,"Carter","S1","supplement",-1.094,1.06,"SE",7,"observational",1,0,1,1,0,1.06
2018,"EL",21,8,"Carter","S1","supplement",-0.011,0.014,"SE",3,"observational",1,0,1,1,0,0.014
2018,"EL",21,8,"Carter","S1","supplement",-0.053,0.105,"SE",4,"observational",1,0,1,1,0,0.105
2018,"EL",21,8,"Carter","S1","supplement",0.086,0.071,"SE",4,"observational",1,0,1,1,0,0.071
2018,"EL",21,8,"Carter","S1","supplement",-0.01,0.011,"SE",3,"observational",1,0,1,1,0,0.011
2018,"EL",21,8,"Carter","S1","supplement",0.218,0.147,"SE",5,"observational",1,0,1,1,0,0.147
2018,"EL",21,8,"Carter","S1","supplement",-0.027,0.017,"SE",4,"observational",1,0,1,1,0,0.017
2018,"EL",21,8,"Carter","S1","supplement",0.666,0.422,"SE",6,"observational",1,0,1,1,0,0.422
2018,"EL",21,8,"Carter","S1","supplement",0.022,0.12,"SE",3,"observational",1,0,1,1,0,0.12
2018,"EL",21,8,"Carter","S1","supplement",-2.704,0.789,"SE",2,"observational",1,0,1,1,0,0.789
2018,"EL",21,8,"Carter","S1","supplement",-0.914,0.445,"SE",4,"observational",1,0,1,1,0,0.445
2018,"EL",21,8,"Carter","S1","supplement",-0.406,0.32,"SE",4,"observational",1,0,1,1,0,0.32
2018,"EL",21,8,"Carter","S1","supplement",-0.266,0.29,"SE",6,"observational",1,0,1,1,0,0.29
2018,"EL",21,8,"Carter","S1","supplement",-0.775,0.449,"SE",2,"observational",1,0,1,1,0,0.449
2018,"EL",21,8,"Carter","S1","supplement",-0.054,0.086,"SE",2,"observational",1,0,1,1,0,0.086
2018,"EL",21,8,"Carter","S1","supplement",-0.014,0.318,"SE",2,"observational",1,0,1,1,0,0.318
2018,"EL",21,8,"Carter","S1","supplement",-0.201,0.098,"SE",3,"observational",1,0,1,1,0,0.098
2018,"EL",21,8,"Carter","S1","supplement",-0.155,0.062,"SE",3,"observational",1,0,1,1,0,0.062
2018,"EL",21,8,"Carter","S1","supplement",0.888,0.696,"SE",6,"observational",1,0,1,1,0,0.696
2018,"EL",21,8,"Carter","S1","supplement",-0.12,0.108,"SE",3,"observational",1,0,1,1,0,0.108
2018,"EL",21,8,"Carter","S1","supplement",0.051,0.244,"SE",3,"observational",1,0,1,1,0,0.244
2018,"EL",21,8,"Carter","S1","supplement",0.008,0.348,"SE",6,"observational",1,0,1,1,0,0.348
2018,"EL",21,8,"Carter","S1","supplement",0.269,0.255,"SE",6,"observational",1,0,1,1,0,0.255
2018,"EL",21,8,"Carter","S1","supplement",0.235,0.222,"SE",5,"observational",1,0,1,1,0,0.222
2018,"EL",21,8,"Carter","S1","supplement",0.011,0.049,"SE",5,"observational",1,0,1,1,0,0.049
2018,"EL",21,8,"Carter","S1","supplement",0.207,0.269,"SE",7,"observational",1,0,1,1,0,0.269
2018,"EL",21,8,"Carter","S1","supplement",0.367,0.398,"SE",7,"observational",1,0,1,1,0,0.398
2018,"EL",21,8,"Carter","S1","supplement",-0.673,1.072,"SE",7,"observational",1,0,1,1,0,1.072
2018,"EL",21,8,"Carter","S1","supplement",0.041,0.129,"SE",2,"observational",1,0,1,1,0,0.129
2018,"EL",21,8,"Carter","S1","supplement",-0.085,0.082,"SE",2,"observational",1,0,1,1,0,0.082
2018,"EL",21,8,"Carter","S1","supplement",-0.074,0.08,"SE",2,"observational",1,0,1,1,0,0.08
2018,"EL",21,8,"Carter","S1","supplement",0.004,0.013,"SE",4,"observational",1,0,1,1,0,0.013
2018,"EL",21,8,"Carter","S1","supplement",-0.266,0.196,"SE",7,"observational",1,0,1,1,0,0.196
2018,"EL",21,8,"Carter","S1","supplement",-0.501,0.424,"SE",6,"observational",1,0,1,1,0,0.424
2018,"EL",21,8,"Carter","S1","supplement",1.633,2.351,"SE",2,"observational",1,0,1,1,0,2.351
2018,"EL",21,8,"Carter","S1","supplement",0.163,0.171,"SE",5,"observational",1,0,1,1,0,0.171
2018,"EL",21,8,"Carter","S1","supplement",-0.076,0.193,"SE",7,"observational",1,0,1,1,0,0.193
2018,"EL",21,8,"Carter","S1","supplement",0.023,0.103,"SE",7,"observational",1,0,1,1,0,0.103
2018,"EL",21,8,"Carter","S1","supplement",0.038,0.22,"SE",8,"observational",1,0,1,1,0,0.22
2018,"EL",21,8,"Carter","S2","supplement",1.1,1.44,"SE",111,"observational",1,0,1,1,0,1.44
2018,"EL",21,8,"Carter","S2","supplement",1.23,1.73,"SE",111,"observational",1,0,1,1,0,1.73
2018,"EL",21,8,"Carter","S2","supplement",-0.25,0.62,"SE",99,"observational",1,0,1,1,0,0.62
2018,"EL",21,8,"Carter","S2","supplement",-0.09,0.63,"SE",99,"observational",1,0,1,1,0,0.63
2018,"EL",21,8,"Carter","S2","supplement",-0.84,0.58,"SE",97,"observational",1,0,1,1,0,0.58
2018,"EL",21,8,"Carter","S2","supplement",-1.06,0.57,"SE",97,"observational",1,0,1,1,0,0.57
2018,"EL",21,8,"Carter","S2","supplement",0.47,0.56,"SE",70,"observational",1,0,1,1,0,0.56
2018,"EL",21,8,"Carter","S2","supplement",0.45,0.29,"SE",70,"observational",1,0,1,1,0,0.29
2018,"EL",21,8,"Carter","S2","supplement",-0.45,0.4,"SE",67,"observational",1,0,1,1,0,0.4
2018,"EL",21,8,"Carter","S2","supplement",-0.12,0.41,"SE",67,"observational",1,0,1,1,0,0.41
2018,"EL",21,8,"Carter","S2","supplement",1.34,0.7,"SE",56,"observational",1,0,1,1,0,0.7
2018,"EL",21,8,"Carter","S2","supplement",-0.72,0.58,"SE",56,"observational",1,0,1,1,0,0.58
2018,"EL",21,8,"Carter","S2","supplement",-0.56,0.69,"SE",54,"observational",1,0,1,1,0,0.69
2018,"EL",21,8,"Carter","S2","supplement",-0.15,0.69,"SE",54,"observational",1,0,1,1,0,0.69
2018,"EL",21,8,"Carter","S2","supplement",-1.49,0.82,"SE",49,"observational",1,0,1,1,0,0.82
2018,"EL",21,8,"Carter","S2","supplement",-1.35,0.79,"SE",49,"observational",1,0,1,1,0,0.79
2018,"EL",21,8,"Carter","S2","supplement",-2.28,0.72,"SE",47,"observational",1,0,1,1,0,0.72
2018,"EL",21,8,"Carter","S2","supplement",-1.54,0.67,"SE",47,"observational",1,0,1,1,0,0.67
2018,"EL",21,8,"Carter","S2","supplement",-0.12,1.06,"SE",27,"observational",1,0,1,1,0,1.06
2018,"EL",21,8,"Carter","S2","supplement",0.55,0.85,"SE",27,"observational",1,0,1,1,0,0.85
2018,"EL",21,8,"Carter","S2","supplement",-0.27,0.47,"SE",26,"observational",1,0,1,1,0,0.47
2018,"EL",21,8,"Carter","S2","supplement",-0.25,0.5,"SE",26,"observational",1,0,1,1,0,0.5
2018,"EL",21,8,"Carter","S2","supplement",0.93,2.2,"SE",24,"observational",1,0,1,1,0,2.2
2018,"EL",21,8,"Carter","S2","supplement",0.96,2.12,"SE",24,"observational",1,0,1,1,0,2.12
2018,"EL",21,8,"Carter","S4","supplement",0.01,0.005,"SE",3,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S4","supplement",0.007,0.022,"SE",3,"observational",1,0,1,1,0,0.022
2018,"EL",21,8,"Carter","S4","supplement",0.001,0.004,"SE",4,"observational",1,0,1,1,0,0.004
2018,"EL",21,8,"Carter","S4","supplement",-0.011,0.085,"SE",3,"observational",1,0,1,1,0,0.085
2018,"EL",21,8,"Carter","S4","supplement",0,0.003,"SE",3,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",0.002,0.004,"SE",3,"observational",1,0,1,1,0,0.004
2018,"EL",21,8,"Carter","S4","supplement",-0.008,0.005,"SE",3,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S4","supplement",-0.002,0.003,"SE",6,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",-0.003,0.002,"SE",6,"observational",1,0,1,1,0,0.002
2018,"EL",21,8,"Carter","S4","supplement",0.001,0.001,"SE",7,"observational",1,0,1,1,0,0.001
2018,"EL",21,8,"Carter","S4","supplement",-0.189,0.097,"SE",3,"observational",1,0,1,1,0,0.097
2018,"EL",21,8,"Carter","S4","supplement",-0.177,0.046,"SE",4,"observational",1,0,1,1,0,0.046
2018,"EL",21,8,"Carter","S4","supplement",-0.009,0.008,"SE",4,"observational",1,0,1,1,0,0.008
2018,"EL",21,8,"Carter","S4","supplement",-0.007,0.006,"SE",3,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S4","supplement",0.001,0.006,"SE",5,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S4","supplement",-0.089,0.046,"SE",4,"observational",1,0,1,1,0,0.046
2018,"EL",21,8,"Carter","S4","supplement",-0.001,0.003,"SE",6,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",0.01,0.006,"SE",3,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S4","supplement",-0.002,0.003,"SE",2,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",-0.005,0.003,"SE",4,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",0.005,0.006,"SE",4,"observational",1,0,1,1,0,0.006
2018,"EL",21,8,"Carter","S4","supplement",-0.001,0.003,"SE",6,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",-0.003,0.001,"SE",2,"observational",1,0,1,1,0,0.001
2018,"EL",21,8,"Carter","S4","supplement",-0.009,0.007,"SE",2,"observational",1,0,1,1,0,0.007
2018,"EL",21,8,"Carter","S4","supplement",0.009,0.002,"SE",2,"observational",1,0,1,1,0,0.002
2018,"EL",21,8,"Carter","S4","supplement",0.007,0.005,"SE",3,"observational",1,0,1,1,0,0.005
2018,"EL",21,8,"Carter","S4","supplement",0.02,0.009,"SE",3,"observational",1,0,1,1,0,0.009
2018,"EL",21,8,"Carter","S4","supplement",-0.003,0.002,"SE",6,"observational",1,0,1,1,0,0.002
2018,"EL",21,8,"Carter","S4","supplement",0.005,0.003,"SE",3,"observational",1,0,1,1,0,0.003
2018,"EL",21,8,"Carter","S4","supplement",0.004,0.005,"SE",3,"observational",1,0,1,1,0,0.005
