initials,year_pub,journal_id,volume,issue,first_author,table_no,table_loc,coefficient,std_error,error_type,sample_size,study_type,mult_hyp (Y = 1; N = 0),mult_hyp_corr(Y =1; N = 0),main_results (Y=1; N=0),data_available,code_available,notes,Checking Notes,Keep,checked,"Bayesian (Y=1, N =0)",report_power,mixed_effects
LW,2019,EL,22,12,Bloom,1,main,-0.024,0.047,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,1,main,-0.0012,0.0478,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,1,main,0.049,0.091,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,1,main,0.0096,0.0374,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,1,main,-0.043,0.074,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.0025,0.0275,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.021,0.033,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.014,0.023,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.0052,0.0532,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.0011,0.0269,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,-0.0028,0.0278,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.011,0.055,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,0.012,0.027,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S4,supplement,-0.082,0.056,CI,128,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S6,supplement,-16.21,21.76,SE,36,Observational,1,0,1,1,0,,36 total farms surveyed over 3 years with 67 surveys total.,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S6,supplement,-20.72,21.76,SE,36,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2019,EL,22,12,Bloom,S6,supplement,-11.11,21.76,SE,36,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.13,0.02,SE,881,Experimental,0,0,1,1,0,,not sure that we can use this one either. Each coefficient is from a replicate over time.,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.14,0.01,SE,827,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.01,SE,809,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.17,0.02,SE,795,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.14,0.01,SE,770,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.12,0.02,SE,757,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.12,0.02,SE,729,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.13,0.02,SE,692,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.22,0.01,SE,681,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.21,0.01,SE,673,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.14,0.03,SE,671,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.28,0.03,SE,668,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.28,0.03,SE,658,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.17,0.03,SE,653,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.28,0.03,SE,647,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.13,0.02,SE,624,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.29,0.03,SE,608,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.35,0.02,SE,600,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.37,0.03,SE,591,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.37,0.03,SE,591,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.19,0.01,SE,588,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.19,0.01,SE,586,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.2,0.02,SE,586,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.37,0.03,SE,585,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.2,0.01,SE,580,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.19,0.01,SE,577,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.16,0.02,SE,559,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.02,SE,544,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.03,SE,540,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.02,SE,532,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.23,0.06,SE,527,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.22,0.03,SE,522,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.02,SE,519,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.16,0.02,SE,508,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.23,0.03,SE,508,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.23,0.08,SE,502,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.25,0.02,SE,500,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.25,0.02,SE,499,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.25,0.04,SE,490,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.16,0.02,SE,487,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.02,SE,481,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.23,0.02,SE,479,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.26,0.04,SE,464,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.26,0.04,SE,419,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.14,0.03,SE,405,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.16,0.03,SE,395,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.16,0.02,SE,375,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.24,0.03,SE,353,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.17,0.02,SE,353,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.27,0.02,SE,340,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.19,0.01,SE,337,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.26,0.02,SE,331,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.15,0.02,SE,322,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.25,0.05,SE,319,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.2,0.01,SE,296,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.2,0.01,SE,292,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.26,0.02,SE,290,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.17,0.03,SE,288,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.16,0.02,SE,287,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2018,EL,21,10,Brandenburg,S2,supplement,0.21,0.02,SE,245,Experimental,0,0,1,1,0,,,no,yes,NA,,
LW,2019,EL,22,12,Burant,1,main,-2.02,0.583,CI,40,Experimental,1,0,1,1,0,,"20 reps per treatment, 2 treatments compared",yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,-0.108,0.032,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.207,0.042,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.051,0.049,CI,1000,Experimental,1,0,1,1,0,,random effects,no,yes,1,,
LW,2019,EL,22,12,Burant,1,main,0.787,0.049,CI,1000,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,-3.884,0.902,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,-0.174,0.051,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.462,0.083,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.04,0.072,CI,1000,Experimental,1,0,1,1,0,,random effects,no,yes,1,,
LW,2019,EL,22,12,Burant,1,main,0.652,0.054,CI,1000,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,1.185,0.342,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.009,0.017,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,-0.124,0.023,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.066,0.062,CI,1000,Experimental,1,0,1,1,0,,random effects,no,yes,1,,
LW,2019,EL,22,12,Burant,1,main,0.476,0.029,CI,1000,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,3.8,0.496,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.035,0.024,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,-0.442,0.046,CI,40,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,1,main,0.034,0.033,CI,1000,Experimental,1,0,1,1,0,,random effects,no,yes,1,,
LW,2019,EL,22,12,Burant,1,main,0.387,0.033,CI,1000,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,-1.497,0.716,CI,60,Experimental,1,0,1,1,0,,"20 reps per treatment, 3 treatments used",yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,-0.014,0.044,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,0.181,0.056,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,0.152,0.14,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,0.829,0.064,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,-2.74,1.422,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,-0.036,0.083,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,0.484,0.13,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,0.139,0.133,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2019,EL,22,12,Burant,2,main,0.959,0.083,CI,60,Experimental,1,0,1,1,0,,,yes,yes,1,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.006,0.007,SE,3,Observational,1,0,1,1,0,,counted points for each pairwise comparision in tables in main text.,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.015,0.01,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.008,0.005,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.004,0.012,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.004,0.01,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.029,0.014,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.008,0.015,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.005,0.011,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.029,0.009,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.016,0.01,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.02,0.009,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.023,0.005,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.013,0.005,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.013,0.005,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.006,0.005,SE,5,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.011,0.008,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0,0.005,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.008,0.017,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.027,0.01,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.022,0.01,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.032,0.017,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0,0.01,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.012,0.006,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.005,0.012,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.017,0.013,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.017,0.01,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.026,0.012,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.005,0.012,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.006,0.007,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.005,0.013,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.011,0.08,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.015,0.007,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.003,0.007,SE,5,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.009,0.007,SE,5,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.005,0.006,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.001,0.004,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.001,0.008,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.038,0.009,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.01,0.013,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0,0,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.008,0.008,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.003,0.006,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.002,0.002,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.003,0.018,SE,2,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.005,0.004,SE,5,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.006,0.005,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.009,0.005,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.013,0.006,SE,8,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.006,0.089,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.01,0.026,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.03,0.19,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.032,0.025,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.378,0.577,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-1.021,0.551,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.088,0.546,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.984,0.575,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.833,0.701,SE,6,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-2.041,1.251,SE,7,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.023,0.008,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.016,0.019,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,0.061,0.062,SE,4,Observational,1,0,1,1,0,,,yes,yes,0,0,1
LW,2018,EL,21,8,Carter,S1,supplement,-0.02,0.009,SE,3,Observational,1,0,1,1,0,,,yes,yes,0,0,1
