StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q7,clicked,Create New Field or Choose From Dropdown...
2021-01-28 12:31:01,2021-01-28 12:32:00,IP Address,100,58,True,2021-01-28 12:32:00,R_TwmzlYorXQdpXvX,anonymous,EN,I agree to participate,30 - 40%,Yes,25 - 50% of the time,Post-doc,,0,
2021-01-28 12:31:21,2021-01-28 12:32:23,IP Address,100,62,True,2021-01-28 12:32:24,R_1fZAOzCDzsOEQDb,anonymous,EN,I agree to participate,20 - 30%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 12:37:20,2021-01-28 12:38:29,IP Address,100,68,True,2021-01-28 12:38:29,R_2VaIKYR5qnXYIF4,anonymous,EN,I agree to participate,80 - 90%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 12:46:42,2021-01-28 12:47:40,IP Address,100,57,True,2021-01-28 12:47:40,R_3no0G6go6y6aHGf,anonymous,EN,I agree to participate,50 - 60%,No,,Graduate Student,,0,
2021-01-28 13:03:03,2021-01-28 13:05:26,IP Address,100,142,True,2021-01-28 13:05:26,R_5ckHChH3uIKBGr7,anonymous,EN,I agree to participate,50 - 60%,Yes,Never,Graduate Student,,0,
2021-01-28 13:06:34,2021-01-28 13:07:18,IP Address,100,44,True,2021-01-28 13:07:19,R_23UAhkpg82NKl8U,anonymous,EN,I agree to participate,50 - 60%,Yes,75% or more of the time,Post-doc,,0,
2021-01-28 13:13:19,2021-01-28 13:14:09,IP Address,100,50,True,2021-01-28 13:14:10,R_p0Dy0hEjTOEjZPX,anonymous,EN,I agree to participate,60 - 70%,No,,Researcher outside academia,,0,
2021-01-28 13:20:32,2021-01-28 13:21:19,IP Address,100,46,True,2021-01-28 13:21:19,R_WxSxTmNoA48Xv3j,anonymous,EN,I agree to participate,40 - 50%,No,,Post-doc,,0,
2021-01-28 13:20:38,2021-01-28 13:22:17,IP Address,100,98,True,2021-01-28 13:22:17,R_21jp48sCio9ZWUz,anonymous,EN,I agree to participate,50 - 60%,No,,Other,retired,0,
2021-01-28 13:23:01,2021-01-28 13:25:08,IP Address,100,127,True,2021-01-28 13:25:09,R_2VfnqptJ5oO4Vx9,anonymous,EN,I agree to participate,70 - 80%,Yes,25 - 50% of the time,Post-doc,,0,
2021-01-28 13:52:05,2021-01-28 13:54:37,IP Address,100,151,True,2021-01-28 13:54:38,R_ZEqjm2xQeIh2DV7,anonymous,EN,I agree to participate,50 - 60%,No,,Post-doc,,0,
2021-01-28 13:55:20,2021-01-28 13:56:52,IP Address,100,91,True,2021-01-28 13:56:52,R_10ZBzQ1TZuitEXl,anonymous,EN,I agree to participate,40 - 50%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 14:14:25,2021-01-28 14:15:38,IP Address,100,73,True,2021-01-28 14:15:38,R_XuncqWqpSszsWvT,anonymous,EN,I agree to participate,40 - 50%,Yes,25 - 50% of the time,Faculty,,0,
2021-01-28 14:32:27,2021-01-28 14:33:30,IP Address,100,62,True,2021-01-28 14:33:31,R_2P26EXSgeoAclB9,anonymous,EN,I agree to participate,60 - 70%,No,,Researcher outside academia,,0,
2021-01-28 15:08:12,2021-01-28 15:09:32,IP Address,100,80,True,2021-01-28 15:09:32,R_12avhRdqmT0Zq9z,anonymous,EN,I agree to participate,40 - 50%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-01-28 15:10:22,2021-01-28 15:11:56,IP Address,100,94,True,2021-01-28 15:11:56,R_3HF7KE1NacX5DSZ,anonymous,EN,I agree to participate,30 - 40%,Yes,75% or more of the time,Other,Lead Scientist for regional monitoring program,0,
2021-01-28 15:11:32,2021-01-28 15:12:08,IP Address,100,35,True,2021-01-28 15:12:08,R_3lxizjrGVlPHsL6,anonymous,EN,I agree to participate,70 - 80%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-01-28 15:12:18,2021-01-28 15:13:14,IP Address,100,55,True,2021-01-28 15:13:14,R_3kmIaliNw5h2y5d,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Faculty,,0,
2021-01-28 15:15:13,2021-01-28 15:16:16,IP Address,100,62,True,2021-01-28 15:16:16,R_3qEYqWFZ7n5bvBX,anonymous,EN,I agree to participate,20 - 30%,No,,Faculty,,0,
2021-01-28 15:15:45,2021-01-28 15:17:39,IP Address,100,113,True,2021-01-28 15:17:39,R_1JLVws1JGWxmQq3,anonymous,EN,I agree to participate,70 - 80%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-28 15:17:18,2021-01-28 15:18:12,IP Address,100,53,True,2021-01-28 15:18:12,R_SHnT8w5joBB2Cfn,anonymous,EN,I agree to participate,50 - 60%,Yes,75% or more of the time,Post-doc,,0,
2021-01-28 15:24:40,2021-01-28 15:25:30,IP Address,100,50,True,2021-01-28 15:25:31,R_3p8PoIX9L4TA1qG,anonymous,EN,I agree to participate,10 - 20%,No,,Graduate Student,,0,
2021-01-28 15:25:24,2021-01-28 15:26:36,IP Address,100,72,True,2021-01-28 15:26:37,R_3elCUC0mlxnMLEL,anonymous,EN,I agree to participate,70 - 80%,Yes,Never,Post-doc,,0,
2021-01-28 15:39:04,2021-01-28 15:39:42,IP Address,100,38,True,2021-01-28 15:39:43,R_2fwyvga19FjFFZI,anonymous,EN,I agree to participate,70 - 80%,Yes,25 - 50% of the time,Graduate Student,,0,
2021-01-28 15:57:38,2021-01-28 15:58:16,IP Address,100,38,True,2021-01-28 15:58:16,R_2Qh1Zy2o3TcZrEg,anonymous,EN,I agree to participate,30 - 40%,Yes,25 - 50% of the time,Graduate Student,,0,
2021-01-28 15:59:41,2021-01-28 16:00:30,IP Address,100,49,True,2021-01-28 16:00:31,R_3O0LwTMiOb4h1js,anonymous,EN,I agree to participate,50 - 60%,No,,Other,Full time researcher,0,
2021-01-28 16:00:19,2021-01-28 16:01:22,IP Address,100,63,True,2021-01-28 16:01:23,R_1nN2HycLYA69B1A,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 16:00:24,2021-01-28 16:01:32,IP Address,100,67,True,2021-01-28 16:01:32,R_C2iuPHOKOkxWufn,anonymous,EN,I agree to participate,20 - 30%,No,,Faculty,,0,
2021-01-28 16:01:02,2021-01-28 16:02:04,IP Address,100,61,True,2021-01-28 16:02:04,R_3MDQkqU2cvdpRRr,anonymous,EN,I agree to participate,50 - 60%,Yes,75% or more of the time,Graduate Student,,0,
2021-01-28 16:02:10,2021-01-28 16:03:35,IP Address,100,84,True,2021-01-28 16:03:35,R_vv4iJF3O0dE8WwF,anonymous,EN,I agree to participate,40 - 50%,Yes,25 - 50% of the time,Graduate Student,,0,
2021-01-28 16:03:30,2021-01-28 16:04:22,IP Address,100,52,True,2021-01-28 16:04:22,R_2SJpMHx8My2Me8z,anonymous,EN,I agree to participate,20 - 30%,No,,Researcher outside academia,,0,
2021-01-28 16:03:46,2021-01-28 16:04:59,IP Address,100,72,True,2021-01-28 16:04:59,R_WpchDk19YJHVYA1,anonymous,EN,I agree to participate,60 - 70%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 16:04:20,2021-01-28 16:05:22,IP Address,100,62,True,2021-01-28 16:05:23,R_6PAIaUmpu2eDZW9,anonymous,EN,I agree to participate,70 - 80%,Yes,Never,Graduate Student,,0,
2021-01-28 16:05:49,2021-01-28 16:06:28,IP Address,100,38,True,2021-01-28 16:06:28,R_3EL0wvRTtlbzxje,anonymous,EN,I agree to participate,20 - 30%,Yes,Never,Post-doc,,0,
2021-01-28 16:05:26,2021-01-28 16:06:50,IP Address,100,83,True,2021-01-28 16:06:51,R_3e21LgXdMnbyOQQ,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Other,Academic Staff Research Scientist,0,
2021-01-28 16:05:51,2021-01-28 16:07:07,IP Address,100,76,True,2021-01-28 16:07:07,R_2zPhMh65SxFL0Pn,anonymous,EN,I agree to participate,40 - 50%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-28 16:12:02,2021-01-28 16:12:58,IP Address,100,56,True,2021-01-28 16:12:59,R_2aaUXZQHxwaMCdd,anonymous,EN,I agree to participate,30 - 40%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 16:12:21,2021-01-28 16:13:25,IP Address,100,63,True,2021-01-28 16:13:25,R_1n8UCsnF4JrFsyX,anonymous,EN,I agree to participate,90 - 100%,No,,Graduate Student,,0,
2021-01-28 16:13:11,2021-01-28 16:14:12,IP Address,100,60,True,2021-01-28 16:14:12,R_2v1RlUzOnnv8ywJ,anonymous,EN,I agree to participate,30 - 40%,Yes,Never,Faculty,,0,
2021-01-28 16:10:55,2021-01-28 16:14:22,IP Address,100,206,True,2021-01-28 16:14:22,R_2E4bKf8QVIvfnFN,anonymous,EN,I agree to participate,80 - 90%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-01-28 16:13:32,2021-01-28 16:14:41,IP Address,100,69,True,2021-01-28 16:14:42,R_OJcaTQzpBpg93Fv,anonymous,EN,I agree to participate,60 - 70%,No,,Graduate Student,,0,
2021-01-28 16:14:22,2021-01-28 16:16:31,IP Address,100,128,True,2021-01-28 16:16:36,R_DiTD9DO7yp8eX6x,anonymous,EN,I agree to participate,0 - 10%,Yes,75% or more of the time,Faculty,,0,
2021-01-28 16:16:08,2021-01-28 16:18:23,IP Address,100,134,True,2021-01-28 16:18:23,R_3oGCdyCElwbdIhz,anonymous,EN,I agree to participate,50 - 60%,Yes,75% or more of the time,Researcher outside academia,,0,
2021-01-28 16:18:15,2021-01-28 16:19:03,IP Address,100,47,True,2021-01-28 16:19:03,R_XhpU9JWQ0qwyTwB,anonymous,EN,I agree to participate,30 - 40%,Yes,Never,Graduate Student,,0,
2021-01-28 16:18:40,2021-01-28 16:19:29,IP Address,100,49,True,2021-01-28 16:19:30,R_25FIUB6rJtYR0Us,anonymous,EN,I agree to participate,20 - 30%,Yes,25 - 50% of the time,Faculty,,0,
2021-01-28 16:18:48,2021-01-28 16:20:13,IP Address,100,85,True,2021-01-28 16:20:13,R_3nq5ScpzRLmNBcb,anonymous,EN,I agree to participate,70 - 80%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 15:18:39,2021-01-28 16:26:31,IP Address,100,4071,True,2021-01-28 16:26:31,R_3mWvWbWCodXR5F7,anonymous,EN,I agree to participate,20 - 30%,Yes,Never,Post-doc,,0,
2021-01-28 16:26:29,2021-01-28 16:27:54,IP Address,100,84,True,2021-01-28 16:27:54,R_3oyEE2sjYQKAR4v,anonymous,EN,I agree to participate,50 - 60%,Yes,Always,Post-doc,,0,
2021-01-28 16:28:52,2021-01-28 16:30:45,IP Address,100,113,True,2021-01-28 16:30:45,R_3mf2QA6SztlxSzX,anonymous,EN,I agree to participate,50 - 60%,No,,Graduate Student,,0,
2021-01-28 16:35:32,2021-01-28 16:36:50,IP Address,100,77,True,2021-01-28 16:36:50,R_2EiunnLcUbM1ir7,anonymous,EN,I agree to participate,80 - 90%,Yes,50 - 75% of the time,Faculty,,0,
2021-01-28 16:36:02,2021-01-28 16:37:08,IP Address,100,65,True,2021-01-28 16:37:08,R_Q4CTmsQ8jRhvyE1,anonymous,EN,I agree to participate,80 - 90%,Yes,Never,Graduate Student,,0,
2021-01-28 16:36:02,2021-01-28 16:37:36,IP Address,100,93,True,2021-01-28 16:37:36,R_3oMYaxVlbjryfiM,anonymous,EN,I agree to participate,40 - 50%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 15:35:31,2021-01-28 16:41:02,IP Address,100,3931,True,2021-01-28 16:41:03,R_PI0IMvrVaZFW3hD,anonymous,EN,I agree to participate,50 - 60%,Yes,Never,Researcher outside academia,,0,
2021-01-28 16:42:52,2021-01-28 16:44:45,IP Address,100,112,True,2021-01-28 16:44:45,R_1iqhMcVbUFXi4ZH,anonymous,EN,I agree to participate,50 - 60%,Yes,Never,Faculty,,0,
2021-01-28 16:53:14,2021-01-28 16:55:13,IP Address,100,119,True,2021-01-28 16:55:13,R_CfvbeHKnuSUd1Bv,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Post-doc,,0,
2021-01-28 16:58:23,2021-01-28 16:59:26,IP Address,100,63,True,2021-01-28 16:59:27,R_9ZgbheVqD4noJUZ,anonymous,EN,I agree to participate,50 - 60%,No,,Graduate Student,,0,
2021-01-28 17:07:01,2021-01-28 17:09:34,IP Address,100,152,True,2021-01-28 17:09:34,R_3rURDAqVkT9BlxM,anonymous,EN,I agree to participate,20 - 30%,Yes,Less than 25% of the time,Faculty,,1,
2021-01-28 17:10:56,2021-01-28 17:11:49,IP Address,100,52,True,2021-01-28 17:11:49,R_3q9DYujqBQejvY2,anonymous,EN,I agree to participate,40 - 50%,Yes,25 - 50% of the time,Post-doc,,0,
2021-01-28 17:20:06,2021-01-28 17:21:07,IP Address,100,60,True,2021-01-28 17:21:08,R_2CsmOEYo9bib5It,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-28 17:23:33,2021-01-28 17:25:16,IP Address,100,102,True,2021-01-28 17:25:16,R_qxwrWyTo1Ts9y0h,anonymous,EN,I agree to participate,20 - 30%,Yes,Less than 25% of the time,Faculty,,1,
2021-01-28 17:27:34,2021-01-28 17:29:15,IP Address,100,100,True,2021-01-28 17:29:15,R_3DkxYjBn92cr29S,anonymous,EN,I agree to participate,60 - 70%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 17:28:25,2021-01-28 17:29:38,IP Address,100,72,True,2021-01-28 17:29:38,R_1esp08eYqA6XdoD,anonymous,EN,I agree to participate,30 - 40%,Yes,75% or more of the time,Researcher outside academia,,0,
2021-01-28 17:32:03,2021-01-28 17:32:55,IP Address,100,51,True,2021-01-28 17:32:55,R_2pPsT4dNzd6SOq5,anonymous,EN,I agree to participate,50 - 60%,Yes,50 - 75% of the time,Faculty,,0,
2021-01-28 17:37:48,2021-01-28 17:39:08,IP Address,100,79,True,2021-01-28 17:39:09,R_2wdbG9Q4GZBt3Xl,anonymous,EN,I agree to participate,70 - 80%,Yes,Never,Graduate Student,,0,
2021-01-28 17:44:48,2021-01-28 17:46:34,IP Address,100,106,True,2021-01-28 17:46:34,R_2uQ9klcziUYyPGI,anonymous,EN,I agree to participate,50 - 60%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-01-28 17:57:05,2021-01-28 17:57:44,IP Address,100,38,True,2021-01-28 17:57:44,R_UhdtNuNANdPHorf,anonymous,EN,I agree to participate,20 - 30%,Yes,Less than 25% of the time,Graduate Student,,0,
2021-01-28 17:50:57,2021-01-28 18:00:07,IP Address,100,550,True,2021-01-28 18:00:08,R_1NwZMHlxTOrdPPQ,anonymous,EN,I agree to participate,30 - 40%,Yes,75% or more of the time,Post-doc,,0,
2021-01-28 17:59:24,2021-01-28 18:00:31,IP Address,100,66,True,2021-01-28 18:00:32,R_1GWDq2TyXlkYVsj,anonymous,EN,I agree to participate,10 - 20%,Yes,Always,Faculty,,0,
2021-01-28 18:12:56,2021-01-28 18:14:44,IP Address,100,107,True,2021-01-28 18:14:45,R_1K8SfOJsuKk3cpy,anonymous,EN,I agree to participate,20 - 30%,Yes,50 - 75% of the time,Faculty,,0,
2021-01-28 18:13:32,2021-01-28 18:15:26,IP Address,100,113,True,2021-01-28 18:15:26,R_1P5W0jel24RFl7c,anonymous,EN,I agree to participate,50 - 60%,Yes,25 - 50% of the time,Faculty,,0,
2021-01-28 18:16:35,2021-01-28 18:17:58,IP Address,100,82,True,2021-01-28 18:17:58,R_ZEjg6suDvUioimR,anonymous,EN,I agree to participate,20 - 30%,No,,Faculty,,1,
2021-01-28 18:21:19,2021-01-28 18:22:22,IP Address,100,63,True,2021-01-28 18:22:22,R_2Sw6sqjFQdhrPFz,anonymous,EN,I agree to participate,60 - 70%,Yes,Less than 25% of the time,Faculty,,1,
2021-01-28 18:28:47,2021-01-28 18:35:18,IP Address,100,391,True,2021-01-28 18:35:18,R_qxAbOCVxMHA7bO1,anonymous,EN,I agree to participate,60 - 70%,No,,Faculty,,0,
2021-01-28 18:41:54,2021-01-28 18:42:56,IP Address,100,62,True,2021-01-28 18:42:56,R_21HWHnyil67Z7v5,anonymous,EN,I agree to participate,80 - 90%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 18:55:54,2021-01-28 19:07:10,IP Address,100,676,True,2021-01-28 19:07:10,R_1qdHEJI1Af6n1DL,anonymous,EN,I agree to participate,70 - 80%,Yes,Less than 25% of the time,Post-doc,,0,
2021-01-28 19:08:25,2021-01-28 19:09:00,IP Address,100,35,True,2021-01-28 19:09:00,R_2qksVdW7hCcGodM,anonymous,EN,I agree to participate,70 - 80%,Yes,50 - 75% of the time,Faculty,,0,
2021-01-28 19:10:11,2021-01-28 19:11:18,IP Address,100,67,True,2021-01-28 19:11:19,R_3knsv8pdA4vizqV,anonymous,EN,I agree to participate,70 - 80%,Yes,Always,Faculty,,0,
2021-01-28 19:11:15,2021-01-28 19:12:04,IP Address,100,48,True,2021-01-28 19:12:04,R_XHWeaUedlFWiVbP,anonymous,EN,I agree to participate,70 - 80%,No,,Researcher outside academia,,0,
2021-01-28 19:33:32,2021-01-28 19:34:21,IP Address,100,48,True,2021-01-28 19:34:21,R_12rO27CfYBFv7LV,anonymous,EN,I agree to participate,40 - 50%,Yes,Less than 25% of the time,Faculty,,0,
2021-01-28 19:38:17,2021-01-28 19:39:04,IP Address,100,47,True,2021-01-28 19:39:05,R_32KCGqO59CaPYt7,anonymous,EN,I agree to participate,30 - 40%,No,,Faculty,,0,
2021-01-28 20:12:01,2021-01-28 20:12:51,IP Address,100,50,True,2021-01-28 20:12:52,R_rrTKfNEXoh6fKLf,anonymous,EN,I agree to participate,40 - 50%,Yes,Never,Faculty,,0,
2021-01-28 20:33:59,2021-01-28 20:35:32,IP Address,100,92,True,2021-01-28 20:35:32,R_2XaqQNHtbI7nY6p,anonymous,EN,I agree to participate,70 - 80%,Yes,75% or more of the time,Graduate Student,,0,
2021-01-28 20:55:27,2021-01-28 20:56:25,IP Address,100,57,True,2021-01-28 20:56:26,R_3elSYZgVDou2Y6u,anonymous,EN,I agree to participate,80 - 90%,Yes,Never,Graduate Student,,0,
2021-01-28 21:12:42,2021-01-28 21:13:54,IP Address,100,72,True,2021-01-28 21:13:55,R_3QGygnEJ7iCvKce,anonymous,EN,I agree to participate,40 - 50%,Yes,Never,Faculty,,0,
2021-01-28 21:24:28,2021-01-28 21:26:06,IP Address,100,97,True,2021-01-28 21:26:06,R_24BLN8PVwR2OODp,anonymous,EN,I agree to participate,60 - 70%,Yes,75% or more of the time,Faculty,,0,
2021-01-28 21:32:59,2021-01-28 21:33:45,IP Address,100,46,True,2021-01-28 21:33:46,R_9ynaFg1H7R6T4Bz,anonymous,EN,I agree to participate,40 - 50%,Yes,50 - 75% of the time,Post-doc,,0,
2021-01-28 21:16:44,2021-01-28 21:34:59,IP Address,100,1094,True,2021-01-28 21:34:59,R_3MhbGyLBsbGAick,anonymous,EN,I agree to participate,50 - 60%,No,,Post-doc,,0,
2021-01-28 21:35:05,2021-01-28 21:36:32,IP Address,100,86,True,2021-01-28 21:36:33,R_1GHpXFzbT40n1jt,anonymous,EN,I agree to participate,50 - 60%,Yes,Never,Researcher outside academia,,0,
